x_id,x_kind,disposition,pressure_id,source_id,model_path,instance_id,instance_version,value,provenance,custody,invariant_check_ids,enforcement_reality,open_pressure_disposition,cause_classification,classification_evidence,current_project_fit,evolution_change,independent_reason,semantic_proof_authority_custody_preservation,migration_cost,affected_artifacts,current_form_representable,evolved_form_representable,post_evolution_fit,unresolved_discriminator
supporting.Workflow.fields.dependency_rules,Workflow,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",supporting.Workflow.fields.dependency_rules,WF-RESEARCH-SCOPE,1,set on 1/1 instances,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),git .claude/ - inside the governed repository,see instance + wfh-008-validate.py output,specified-not-enforced,n/a,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting.Workflow.fields.state_vocabulary,Workflow,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",supporting.Workflow.fields.state_vocabulary,WF-RESEARCH-SCOPE,1,set on 1/1 instances,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),git .claude/ - inside the governed repository,see instance + wfh-008-validate.py output,specified-not-enforced,n/a,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting.Workflow.fields.definition_custodian_ref,Workflow,construct-pressure,PR-METHOD-CUSTODY,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",supporting.Workflow.fields.definition_custodian_ref,WF-RESEARCH-SCOPE,1,set on 1/1; APPROXIMATED on ['WF-RESEARCH-SCOPE'],wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),git .claude/ - inside the governed repository,see instance + wfh-008-validate.py output,specified-not-enforced,pressure,enforcement-gap; project-evolution-candidate,"I18 requires Workflow/Gate/Delegation custody to sit outside the governed activity. All method definitions live in .claude/ inside the repository the governed agents write to; there is NO CODEOWNERS file and no branch-protection artifact in the tree. The most recent revision of research-scope.md (9d7806a, 2026-08-27) was authored by the agent identity 'Claude Opus 4.8' - the governed actor class edited its own governing definition. Separately, an npx install silently overwrote twelve method files on 2026-08-27 with no decision Event.","representable, and the instance records the custody as prose because there is nothing else to record; definition_custodian_ref is marked _approx on WF-RESEARCH-SCOPE",see CF-02 - a sha256 manifest over the method surface plus a drift check,"an evidenced integrity incident that nothing detected mechanically; the argument is about that incident, not about a data model","detects drift; explicitly does NOT establish custody, because the manifest is itself editable by the governed party (the #320 predicate applies to it)","one manifest, one hook, one protocol line; recurring regeneration on legitimate method change",.claude/settings.json; a new .claude/METHOD-MANIFEST.sha256; .claude/workflow/research-scope.md,yes,yes,detection improves; I18 remains UNSATISFIED in both forms - the evolution does not repair it,open.custody_enforcement says no common enforcement point exists; whether I18 is satisfiable inside a single repository at all is not decidable here
supporting.Workflow.relations.applies_to,Workflow,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",supporting.Workflow.relations.applies_to,WF-RESEARCH-SCOPE,1,"non-empty on 1/1; one-way, served by index",wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),git .claude/ - inside the governed repository,see instance + wfh-008-validate.py output,mechanically checkable and checked,n/a,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting.Workflow.relations.requires,Workflow,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",supporting.Workflow.relations.requires,WF-RESEARCH-SCOPE,1,"non-empty on 1/1; declared inverse, closed mechanically",wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),git .claude/ - inside the governed repository,see instance + wfh-008-validate.py output,mechanically checkable and checked,n/a,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting.Workflow.relations.binds,Workflow,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",supporting.Workflow.relations.binds,WF-RESEARCH-SCOPE,1,"non-empty on 1/1; declared inverse, closed mechanically",wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),git .claude/ - inside the governed repository,see instance + wfh-008-validate.py output,mechanically checkable and checked,n/a,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting.Workflow.relations.governs,Workflow,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",supporting.Workflow.relations.governs,WF-RESEARCH-SCOPE,1,"non-empty on 1/1; declared inverse, closed mechanically",wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),git .claude/ - inside the governed repository,see instance + wfh-008-validate.py output,mechanically checkable and checked,n/a,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting.Workflow.relations.supersedes,Workflow,not-applicable,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",supporting.Workflow.relations.supersedes,none,not-applicable,empty on every instance - no historical occurrence,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),git .claude/ - inside the governed repository,see instance + wfh-008-validate.py output,specified-not-enforced,missing-history,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting.Workflow.extension_owner.unit_kinds,Workflow,exercised,PR-I19-BINDING-ALTITUDE,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",supporting.Workflow.extension_owner.unit_kinds,registry_extensions,1,owner=program; exercised by the program-owned registry extensions in this instance,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),git .claude/ - inside the governed repository,see instance + wfh-008-validate.py output,specified-not-enforced,S6: I19 binds from Workflow only,model-defect,"I19 (program extensions may not weaken common invariants) is cited by Workflow ALONE, yet this instance registers program-owned extensions on unit_kind, record_category, effect_class and event_type - owned by Workflow, Scope, Scope and the registry respectively. Three of the four owners are not Workflow, so nothing binds I19 to them. Review finding S6 raised exactly this and it is unresolved in the pinned file.","representable; the extensions conform, and no per-construct binding required them to",not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,yes,not-applicable,not-applicable,not-applicable
supporting.Workflow.extension_owner.states,Workflow,exercised,PR-I19-BINDING-ALTITUDE,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",supporting.Workflow.extension_owner.states,registry_extensions,1,owner=program; exercised by the program-owned registry extensions in this instance,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),git .claude/ - inside the governed repository,see instance + wfh-008-validate.py output,specified-not-enforced,S6: I19 binds from Workflow only,model-defect,"I19 (program extensions may not weaken common invariants) is cited by Workflow ALONE, yet this instance registers program-owned extensions on unit_kind, record_category, effect_class and event_type - owned by Workflow, Scope, Scope and the registry respectively. Three of the four owners are not Workflow, so nothing binds I19 to them. Review finding S6 raised exactly this and it is unresolved in the pinned file.","representable; the extensions conform, and no per-construct binding required them to",not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,yes,not-applicable,not-applicable,not-applicable
supporting.Workflow.extension_owner.dependency_rules,Workflow,exercised,PR-I19-BINDING-ALTITUDE,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",supporting.Workflow.extension_owner.dependency_rules,registry_extensions,1,owner=program; exercised by the program-owned registry extensions in this instance,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),git .claude/ - inside the governed repository,see instance + wfh-008-validate.py output,specified-not-enforced,S6: I19 binds from Workflow only,model-defect,"I19 (program extensions may not weaken common invariants) is cited by Workflow ALONE, yet this instance registers program-owned extensions on unit_kind, record_category, effect_class and event_type - owned by Workflow, Scope, Scope and the registry respectively. Three of the four owners are not Workflow, so nothing binds I19 to them. Review finding S6 raised exactly this and it is unresolved in the pinned file.","representable; the extensions conform, and no per-construct binding required them to",not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,yes,not-applicable,not-applicable,not-applicable
supporting.Workflow.open[0],Workflow,construct-pressure,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",supporting.Workflow.open[0],none,not-applicable,method admission and improvement evidence,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),git .claude/ - inside the governed repository,see instance + wfh-008-validate.py output,not-applicable,still-open,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting.Workflow.open[1],Workflow,construct-pressure,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",supporting.Workflow.open[1],none,not-applicable,cross-program reuse,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),git .claude/ - inside the governed repository,see instance + wfh-008-validate.py output,not-applicable,still-open,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting.Skill.versioned,Skill,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",supporting.Skill.versioned,"SK-READ-ONLY-RESEARCH,SK-FINDINGS-AUTHORING,SK-RUN-ORCHESTRATION",1,versioned=True; the checker enforces presence/absence of a version on every instance,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),git .claude/agents frontmatter,see instance + wfh-008-validate.py output,mechanically checkable and checked,n/a,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting.Skill.identity,Skill,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",supporting.Skill.identity,"SK-READ-ONLY-RESEARCH,SK-FINDINGS-AUTHORING,SK-RUN-ORCHESTRATION",1,identity=skill_id; opaque ids in the instance,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),git .claude/agents frontmatter,see instance + wfh-008-validate.py output,specified-not-enforced,n/a,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting.Skill.form,Skill,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",supporting.Skill.form,"SK-READ-ONLY-RESEARCH,SK-FINDINGS-AUTHORING,SK-RUN-ORCHESTRATION",1,form=entity,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),git .claude/agents frontmatter,see instance + wfh-008-validate.py output,not-applicable,S3: form is undocumented in notation,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting.Skill.status,Skill,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",supporting.Skill.status,none,not-applicable,"model status=OPEN; consumed as test input, not as permission to fill holes",wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),git .claude/agents frontmatter,see instance + wfh-008-validate.py output,not-applicable,n/a,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting.Skill.owner,Skill,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",supporting.Skill.owner,none,not-applicable,owner=Collective or Program,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),git .claude/agents frontmatter,see instance + wfh-008-validate.py output,specified-not-enforced,S3: owner is undocumented in notation,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting.Skill.invariants,Skill,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",supporting.Skill.invariants,none,not-applicable,cites ['I10'],wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),git .claude/agents frontmatter,see instance + wfh-008-validate.py output,see the invariant rows,n/a,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
