x_class,model_path,disposition,instance_ref,value_or_witness,provenance,custody,applicable_checks,enforcement_reality,open_pressure_disposition,cause_classification,classification_evidence,current_project_fit,evolution_change,independent_reason,semantic_proof_authority_custody_preservation,migration_cost,affected_artifacts,current_form_representable,evolved_form_representable,post_evolution_fit,unresolved_discriminator
supporting-field,supporting.Workflow.fields.owner_scope_ref,exercised,"WF-01,WF-02","MEASURED 2/2 Workflow objects populate `owner_scope_ref` (WF-01, WF-02). Prior boilerplate witness replaced by the measurement.",measured-join (vnc-045-instance.yaml),see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-field,supporting.Workflow.fields.unit_kinds,exercised,"WF-01,WF-02","MEASURED 2/2 Workflow objects populate `unit_kinds` (WF-01, WF-02). Prior boilerplate witness replaced by the measurement.",measured-join (vnc-045-instance.yaml),see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-field,supporting.Workflow.fields.dependency_rules,exercised,"WF-01,WF-02","MEASURED 2/2 Workflow objects populate `dependency_rules` (WF-01, WF-02). Prior boilerplate witness replaced by the measurement.",measured-join (vnc-045-instance.yaml),see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-field,supporting.Workflow.fields.state_vocabulary,exercised,WF-02,"[spec, spec-review, develop, test, pr-review] from T01's context_cycle phase-end calls. · MEASURED 2/2 Workflow objects populate `state_vocabulary`.","repo-artifact (T01, transitive source)",see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-field,supporting.Workflow.fields.definition_custodian_ref,exercised,"WF-01,WF-02",AC-01. DEMONSTRATED by the 57-file PR touching nothing under .claude/. · MEASURED 2/2 Workflow objects populate `definition_custodian_ref`.,forge,see instance,I18,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation,supporting.Workflow.relations.applies_to,exercised,"WF-01,WF-02 -> GO-01",One-way by the M02 section-7 ruling; the Goal->Workflow traversal is an index scan and is demonstrated. · MEASURED 2/2 Workflow objects populate `applies_to`.,derived,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation-cardinality,supporting.Workflow.relations.applies_to.cardinality,exercised,"WF-01,WF-02",instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation,supporting.Workflow.relations.requires,construct-pressure,WF-02,"missing-history: T01 selects dev agents by target language, never by a named Skill.",missing,see instance,not-applicable,none - no common checker implements this model,not-applicable,historical-evidence-gap,No skill requirement is stated by either protocol.,represented-with-gap,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,true,not-applicable,not-applicable,not-applicable
supporting-relation-cardinality,supporting.Workflow.relations.requires.cardinality,exercised,"WF-01,WF-02",instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation-inverse,supporting.Workflow.relations.requires.inverse,exercised,"WF-01,WF-02",instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation,supporting.Workflow.relations.binds,exercised,"WF-01,WF-02","MEASURED 2/2 Workflow objects populate `binds` (WF-01, WF-02). Prior boilerplate witness replaced by the measurement.",measured-join (vnc-045-instance.yaml),see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation-cardinality,supporting.Workflow.relations.binds.cardinality,exercised,"WF-01,WF-02",instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation-inverse,supporting.Workflow.relations.binds.inverse,exercised,"WF-01,WF-02",instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation,supporting.Workflow.relations.governs,exercised,"WF-01,WF-02","MEASURED 2/2 Workflow objects populate `governs` (WF-01, WF-02). Prior boilerplate witness replaced by the measurement.",measured-join (vnc-045-instance.yaml),see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation-cardinality,supporting.Workflow.relations.governs.cardinality,exercised,"WF-01,WF-02",instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation-inverse,supporting.Workflow.relations.governs.inverse,exercised,"WF-01,WF-02",instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation,supporting.Workflow.relations.supersedes,not-applicable,not-applicable,no workflow version change observed; T01/T02 carry no version identifier at all.,see instance,see instance,not-applicable,none - no common checker implements this model,not-exercised,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation-cardinality,supporting.Workflow.relations.supersedes.cardinality,exercised,"WF-01,WF-02",instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation-rule,supporting.Workflow.relations.supersedes.rule,exercised,"WF-01,WF-02",instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-extension_owner,supporting.Workflow.extension_owner.unit_kinds,exercised,"WF-01,WF-02",instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-extension_owner,supporting.Workflow.extension_owner.states,exercised,"WF-01,WF-02",instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-extension_owner,supporting.Workflow.extension_owner.dependency_rules,exercised,"WF-01,WF-02",instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
