x_id,x_class,row_scope,source_id,model_path,instance_id,instance_version,value,provenance,custody,invariant_check_ids,enforcement_reality,open_pressure_disposition,w1_disposition,w2_disposition,reconciled_disposition,divergence_class,divergence_adjudication,w3_fixture_ids,w3_results,w3_adverse,cause_classification,classification_evidence,current_project_fit,evolution_change,independent_reason,semantic_proof_authority_custody_preservation,migration_cost,affected_artifacts,current_form_representable,evolved_form_representable,post_evolution_fit,unresolved_discriminator,evolution_candidate_id,evolution_challenge_result,w4_adjudication
core.Actor.relations.has_skill.inverse,core-relation-inverse,model-X,"[W2] M01,M02,M06,S01-S06,T01-T03",core.Actor.relations.has_skill.inverse,[W2] AC-01..AC-19,not-applicable,[W2] instantiated in vnc-045-instance.yaml,[W2] see instance,[W2] see instance,[W3] F-B07,[W2] none - no common checker implements this model,not-applicable,not-enumerated,exercised,exercised,w1-not-enumerated,"W1 did not enumerate this X item. Its 468-row enumeration rolls relation sub-keys, per-invariant bindings, construct `definition` and registry seed-fields up into coarser rows; W2's 679-row enumeration matches the SCOPE X clause literally and is adopted as the canonical spine. Reconciled from W2 alone - absence is not filled.",F-B07,rejected-mechanically,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
core.Actor.relations.has_skill.attributes,core-relation-attributes,model-X,"[W2] M01,M02,M06,S01-S06,T01-T03",core.Actor.relations.has_skill.attributes,[W2] AC-01..AC-19,not-applicable,[W2] instantiated in vnc-045-instance.yaml,[W2] see instance,[W2] see instance,not-applicable,[W2] none - no common checker implements this model,not-applicable,not-enumerated,exercised,construct-pressure,w1-not-enumerated,"[GUARD-FOUND beyond the auditor's six] RW-3 GUARD: measured directly from both case instances — populated witnesses wfh-008=0, vnc-045=0. Neither history supplies a witness, so `exercised` is a label promoted over an untested value. Absence is not filled. The prior boilerplate (""one history supplies a witness and the other does not"") is REPLACED: on this row neither did.",not-applicable,not-applicable,not-applicable,historical-evidence-gap,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,"RW-3 GUARD (measured): MEASURED: 0 attributed entries carry any of the four declared attributes [evidence_refs, grade, currentness, expires_at] in either case. This is W1's PR-SKILL-EVIDENCE-ABSENT measured on the relation itself: actors are assigned by type, never by evidenced competence. || RW-3 DISPOSITION CHANGE: exercised -> construct-pressure."
core.Actor.relations.holds_role,core-relation,model-X,"[W1] R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02 || [W2] M01,M02,M06,S01-S06,T01-T03",core.Actor.relations.holds_role,"[W1] AC-OWNER,AC-COORD,AC-LEAD-1,AC-LEAD-2,AC-RES-W1,AC-RES-W2 || [W2] AC-01..AC-19",1,"[W1] non-empty on 21/24; one-way, served by index || [W2] MEASURED 16/19 Actor objects populate `holds_role` (AC-01, AC-02, AC-03, AC-04, AC-05, ...). Prior boilerplate witness replaced by the measurement.",[W1] wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive) || [W2] measured-join (vnc-045-instance.yaml),[W1] self-asserted; git author/committer and one forge account || [W2] see instance,[W1] see instance + wfh-008-validate.py output,[W1] mechanically checkable and checked || [W2] none - no common checker implements this model,[W1] n/a,exercised,exercised,exercised,agree,not-applicable (both workstreams agree),not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
core.Actor.relations.holds_role.cardinality,core-relation-cardinality,model-X,"[W2] M01,M02,M06,S01-S06,T01-T03",core.Actor.relations.holds_role.cardinality,[W2] AC-01..AC-19,not-applicable,[W2] instantiated in vnc-045-instance.yaml,[W2] see instance,[W2] see instance,not-applicable,[W2] none - no common checker implements this model,not-applicable,not-enumerated,exercised,exercised,w1-not-enumerated,"W1 did not enumerate this X item. Its 468-row enumeration rolls relation sub-keys, per-invariant bindings, construct `definition` and registry seed-fields up into coarser rows; W2's 679-row enumeration matches the SCOPE X clause literally and is adopted as the canonical spine. Reconciled from W2 alone - absence is not filled.",not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
core.Actor.relations.holds_role.attributes,core-relation-attributes,model-X,"[W2] M01,M02,M06,S01-S06,T01-T03",core.Actor.relations.holds_role.attributes,[W2] AC-01..AC-19,not-applicable,[W2] instantiated in vnc-045-instance.yaml,[W2] see instance,[W2] see instance,not-applicable,[W2] none - no common checker implements this model,not-applicable,not-enumerated,exercised,construct-pressure,w1-not-enumerated,"[GUARD-FOUND beyond the auditor's six] RW-3 GUARD: measured directly from both case instances — populated witnesses wfh-008=0, vnc-045=0. Neither history supplies a witness, so `exercised` is a label promoted over an untested value. Absence is not filled. The prior boilerplate (""one history supplies a witness and the other does not"") is REPLACED: on this row neither did.",not-applicable,not-applicable,not-applicable,historical-evidence-gap,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,"RW-3 GUARD (measured): MEASURED: 0 attributed entries carry any declared attribute [scope_ref, effective_at, expires_at] in either case. || RW-3 DISPOSITION CHANGE: exercised -> construct-pressure."
core.Actor.relations.receives,core-relation,model-X,"[W1] R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02 || [W2] M01,M02,M06,S01-S06,T01-T03",core.Actor.relations.receives,"[W1] AC-COORD,AC-LEAD-1,AC-LEAD-2,AC-RES-W1,AC-RES-W2,AC-RES-W3 || [W2] AC-02..AC-16",1,"[W1] non-empty on 20/24; one-way, served by index || [W2] Every agent Actor receives a dynamic Delegation; AC-01 receives none (authority root). Note S7: Actor.receives declares no inverse while Role.receives declares inverse: grantee. · MEASURED 15/19 Actor objects populate `receives`.",[W1] wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive) || [W2] inference,[W1] self-asserted; git author/committer and one forge account || [W2] see instance,"[W1] see instance + wfh-008-validate.py output || [W2] I17,S7",[W1] mechanically checkable and checked || [W2] none - no common checker implements this model,[W1] n/a,exercised,exercised,exercised,agree,not-applicable (both workstreams agree),not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
core.Actor.relations.receives.cardinality,core-relation-cardinality,model-X,"[W2] M01,M02,M06,S01-S06,T01-T03",core.Actor.relations.receives.cardinality,[W2] AC-01..AC-19,not-applicable,[W2] instantiated in vnc-045-instance.yaml,[W2] see instance,[W2] see instance,not-applicable,[W2] none - no common checker implements this model,not-applicable,not-enumerated,exercised,exercised,w1-not-enumerated,"W1 did not enumerate this X item. Its 468-row enumeration rolls relation sub-keys, per-invariant bindings, construct `definition` and registry seed-fields up into coarser rows; W2's 679-row enumeration matches the SCOPE X clause literally and is adopted as the canonical spine. Reconciled from W2 alone - absence is not filled.",not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
core.Actor.relations.receives.rule,core-relation-rule,model-X,"[W2] M01,M02,M06,S01-S06,T01-T03",core.Actor.relations.receives.rule,[W2] AC-01..AC-19,not-applicable,[W2] instantiated in vnc-045-instance.yaml,[W2] see instance,[W2] see instance,not-applicable,[W2] none - no common checker implements this model,not-applicable,not-enumerated,exercised,exercised,w1-not-enumerated,"W1 did not enumerate this X item. Its 468-row enumeration rolls relation sub-keys, per-invariant bindings, construct `definition` and registry seed-fields up into coarser rows; W2's 679-row enumeration matches the SCOPE X clause literally and is adopted as the canonical spine. Reconciled from W2 alone - absence is not filled.",not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
core.Actor.invariants.I10,core-invariant-binding,model-X,"[W1] R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02 || [W2] M01,M02,M06,S01-S06,T01-T03",core.Actor.invariants.I10,[W2] AC-01..AC-19,not-applicable,"[W1] cites ['I10', 'I12', 'I17'] || [W2] instantiated in vnc-045-instance.yaml",[W1] wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive) || [W2] see instance,[W1] self-asserted; git author/committer and one forge account || [W2] see instance,[W1] see instance + wfh-008-validate.py output,[W1] see the invariant rows || [W2] none - no common checker implements this model,[W1] n/a,exercised,exercised,exercised,agree,not-applicable (both workstreams agree),not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
core.Actor.invariants.I12,core-invariant-binding,model-X,"[W1] R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02 || [W2] M01,M02,M06,S01-S06,T01-T03",core.Actor.invariants.I12,[W2] AC-01..AC-19,not-applicable,"[W1] cites ['I10', 'I12', 'I17'] || [W2] instantiated in vnc-045-instance.yaml",[W1] wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive) || [W2] see instance,[W1] self-asserted; git author/committer and one forge account || [W2] see instance,[W1] see instance + wfh-008-validate.py output,[W1] see the invariant rows || [W2] none - no common checker implements this model,[W1] n/a,exercised,exercised,exercised,agree,not-applicable (both workstreams agree),not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
core.Actor.invariants.I17,core-invariant-binding,model-X,"[W1] R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02 || [W2] M01,M02,M06,S01-S06,T01-T03",core.Actor.invariants.I17,[W2] AC-01..AC-19,not-applicable,"[W1] cites ['I10', 'I12', 'I17'] || [W2] instantiated in vnc-045-instance.yaml",[W1] wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive) || [W2] see instance,[W1] self-asserted; git author/committer and one forge account || [W2] see instance,[W1] see instance + wfh-008-validate.py output,[W1] see the invariant rows || [W2] none - no common checker implements this model,[W1] n/a,exercised,exercised,exercised,agree,not-applicable (both workstreams agree),not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
core.Actor.open[0]:identity attestation,core-open,model-X,"[W1] R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02 || [W2] M01,M02,M06,S01-S06,T01-T03",core.Actor.open[0]:identity attestation,[W2] AC-02..AC-19,not-applicable,"[W1] identity attestation || [W2] Exercised as a live, demonstrated gap, not a hypothetical.",[W1] wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive) || [W2] forge,[W1] self-asserted; git author/committer and one forge account || [W2] see instance,[W1] see instance + wfh-008-validate.py output,[W2] none - no common checker implements this model,[W1] still-open || [W2] still-open,construct-pressure,exercised,construct-pressure,divergent,"MATERIAL DIVERGENCE: one case carries the construct without strain and the other strains against it. Both stand: the `exercised` side is a witness that the construct can carry at least one history, the `construct-pressure` side is evidence the construct does not carry every history. Reconciled to `construct-pressure`; the positive witness is retained in `value`.",not-applicable,not-applicable,not-applicable,enforcement-gap,[W2] M01 I12 says only an EffectBoundary disposition demonstrates enforced authority; EB-01 authenticates one principal and enforces nothing about which agent produced a change. See rejected counterfactual CF-R02.,[W2] specified-not-enforced,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,[W2] true,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
